company_code,company_name,metric,page_number,matched_label,numeric_tokens_on_page,page_text_snippet,review_status
300059.SZ,东方财富,total_assets,73,资产合计,"300059|2025|51,492,007,158|19|47,030,512,286|40|56,689,133,564|76|53,234,115,654|24|260,150,277|80|550,338,297|23|80,147,151|94|76,644,827|42|68,925,748|15|71,151,888|43|165,962,840|40|138,635,782","300059 东方财富信息股份有限公司2025年年度报告全文 非流动资产合计 51,492,007,158.19 47,030,512,286.40 资产总计 56,689,133,564.76 53,234,115,654.24 流动负债： 短期借款 260,150,277.80 550,338,297.23 交易性金融负债 衍生金融负债 应付票据 应付账款 80,147,151.94 76,644,827.42 预收款项 合同负债 68,925,748.15 71,151,888.43 应付职工薪酬 165,962,840.40 138,635,782.36 应交税费 157,089,680.16 133,273,770.47 其他应付款 13,208,035.01 8,497,883.14 其中：应付利息 应付股利 持有待售负债 一年内到期的非流动负债 16,944,666.08 3,548,828.61 其他流动负债 流动负债合计 762,428,399.54 982,091,277.66 非流动负债： 长期借款 应付债券 其中：优先股 永续债 租赁负债 28,099,199.36 546,049.60 长期应付款 长期应付职工薪酬 预计负债 递延收益 2,525,000.00 3,085,129.02 递延所得税负债 其他非流动负债 588,309.83 894,628.65 非流动负债合计 31,212,509.19 4,525,807.27 负债合计 793,640,908.73 986,617,084.93 所有者权益： 股本 15,804,037,675.00 15,785,542,475.00 其他权益工具 其中：优先股 永续债 资本公积 22,731,089,132.51 22,482,061,668.36 减：库存股 73",candidate_requires_manual_selection
300059.SZ,东方财富,revenue,74,营业收入,"300059|2025|2,247,753,343|14|1,814,992,946|03|15,112,612,505|38|12,164,901,479|92|55,895,492,656|03|52,247,498,569|31|56,689,133,564|76|53,234,115,654|24|3|2025|2024|16,067,741,039|51|11,604,343,090|16","300059 东方财富信息股份有限公司2025年年度报告全文 其他综合收益 专项储备 盈余公积 2,247,753,343.14 1,814,992,946.03 未分配利润 15,112,612,505.38 12,164,901,479.92 所有者权益合计 55,895,492,656.03 52,247,498,569.31 负债和所有者权益总计 56,689,133,564.76 53,234,115,654.24 3、合并利润表 单位：元 项目 2025年度 2024年度 一、营业总收入 16,067,741,039.51 11,604,343,090.16 其中：营业收入 3,532,270,003.05 3,110,730,456.84 利息净收入 3,435,457,699.90 2,380,980,714.30 已赚保费 手续费及佣金净收入 9,100,013,336.56 6,112,631,919.02 二、营业总成本 4,772,561,887.19 4,253,405,519.87 其中：营业成本 548,085,104.95 496,493,974.10 利息支出 手续费及佣金支出 退保金 赔付支出净额 提取保险责任合同准备金净 额 保单红利支出 分保费用 税金及附加 145,461,772.51 113,641,290.03 销售费用 384,984,747.38 321,858,255.84 管理费用 2,721,420,204.02 2,329,548,830.58 研发费用 1,066,549,339.24 1,142,623,276.82 财务费用 -93,939,280.91 -150,760,107.50 其中：利息费用 59,548,471.50 91,482,816.27 利息收入 157,309,260.23 237,132,828.60 加：其他收益 423,790,225.22 403,828,147.20 投资收益（损失以“－”号填 2,650,258,271.95 3,165,938,058.90 列） 其中：对联营企业和合营 1,181,938.21 7,069,548.03 企业的投资收益 以摊余成本计量的 金融资产终止确认收益 汇兑收益（损失以“-”号填 684,261.48 -11,332,258.9",candidate_requires_manual_selection
300059.SZ,东方财富,net_profit_attributable,75,归属于母公司股东的净利润,"300059|2025|280,645,147|81|205,489,535|40|54,780,725|26|47,828,704|37|1,078,169|85|491,701|92|14,035,564,207|75|11,067,524,050|35|930,664|08|8,079,880|19|20,043,091|02|39,089,767","300059 东方财富信息股份有限公司2025年年度报告全文 净敞口套期收益（损失以 “－”号填列） 公允价值变动收益（损失以 -280,645,147.81 205,489,535.40 “－”号填列） 信用减值损失（损失以“-”号 -54,780,725.26 -47,828,704.37 填列） 资产减值损失（损失以“-”号 填列） 资产处置收益（损失以“-”号 1,078,169.85 491,701.92 填列） 三、营业利润（亏损以“－”号填 14,035,564,207.75 11,067,524,050.35 列） 加：营业外收入 930,664.08 8,079,880.19 减：营业外支出 20,043,091.02 39,089,767.75 四、利润总额（亏损总额以“－”号 14,016,451,780.81 11,036,514,162.79 填列） 减：所得税费用 1,931,856,833.59 1,426,393,419.15 五、净利润（净亏损以“－”号填 12,084,594,947.22 9,610,120,743.64 列） （一）按经营持续性分类 1.持续经营净利润（净亏损以 12,084,594,947.22 9,610,120,743.64 “－”号填列） 2.终止经营净利润（净亏损以 “－”号填列） （二）按所有权归属分类 1.归属于母公司股东的净利润 12,084,594,947.22 9,610,120,743.64 2.少数股东损益 六、其他综合收益的税后净额 -259,291,451.40 225,858,865.20 归属母公司所有者的其他综合收益 -259,291,451.40 225,858,865.20 的税后净额 （一）不能重分类进损益的其他 -42,456,417.17 54,469,668.13 综合收益 1.重新计量设定受益计划变动 额 2.权益法下不能转损益的其他 综合收益 3.其他权益工具投资公允价值 -42,456,417.17 54,469,668.13 变动 4.企业自身信用风险公允价值 变动 5.其他 （二）将重分类进损益的其他综 -216,835,034.23 171,389,197.07 合收益 1.权益法下可转损益的其他综 合收益 2.其他债权投资公允价值变动 -130,692",candidate_requires_manual_selection
300059.SZ,东方财富,revenue,76,营业收入,"300059|2025|6|84,473,601|02|36,888,496|08|7|11,825,303,495|82|9,835,979,608|84|11,825,303,495|82|9,835,979,608|84|0.7650|0.6087|0.7647|0.6086|4|2025|2024|4,531,884,934|72","300059 东方财富信息股份有限公司2025年年度报告全文 6.外币财务报表折算差额 -84,473,601.02 36,888,496.08 7.其他 归属于少数股东的其他综合收益的 税后净额 七、综合收益总额 11,825,303,495.82 9,835,979,608.84 归属于母公司所有者的综合收益总 11,825,303,495.82 9,835,979,608.84 额 归属于少数股东的综合收益总额 八、每股收益： （一）基本每股收益 0.7650 0.6087 （二）稀释每股收益 0.7647 0.6086 法定代表人：其实 主管会计工作负责人：程慧 会计机构负责人：徐翘楚 4、母公司利润表 单位：元 项目 2025年度 2024年度 一、营业收入 4,531,884,934.72 3,842,510,553.92 减：营业成本 403,123,964.83 352,856,708.72 税金及附加 37,061,576.94 32,973,938.19 销售费用 199,321,587.24 197,128,389.67 管理费用 366,625,031.46 350,608,031.80 研发费用 572,452,221.36 638,916,690.67 财务费用 -22,838,477.10 -44,115,533.21 其中：利息费用 10,935,712.66 17,138,329.03 利息收入 34,371,835.00 61,796,906.63 加：其他收益 106,190,851.25 136,168,406.34 投资收益（损失以“－”号填 1,710,235,989.25 1,554,167,965.76 列） 其中：对联营企业和合营企 1,181,938.21 7,069,548.03 业的投资收益 以摊余成本计量的金 融资产终止确认收益（损失以“-”号 填列） 净敞口套期收益（损失以 “－”号填列） 公允价值变动收益（损失以 -538,030.49 -18,175,076.11 “－”号填列） 信用减值损失（损失以“-”号 280,582.90 1,302,504.53 填列） 资产减值损失（损失以“-”号 填列） 资产处置收益（损失以“-”号 1,523.34 215,260.75 填列） 二、营业利润（亏损以“－",candidate_requires_manual_selection
300059.SZ,东方财富,total_assets,90,资产总额,300059|2025|3|12|4|5|6|90,300059 东方财富信息股份有限公司2025年年度报告全文 3、营业周期 本公司营业周期为12个月。 4、记账本位币 本公司记账本位币和编制本财务报表所采用的货币均为人民币。除有特别说明外，均以人民币元为单位 表示。 本公司下属子公司、合营企业及联营企业，根据其经营所处的主要经济环境自行决定其记账本位币，编 制财务报表时折算为人民币。 5、重要性标准确定方法和选择依据 适用 □不适用 本公司根据自身所处的具体环境，从项目的性质和金额两方面判断财务信息的重要性。在判断项目性质 的重要性时，本公司主要考虑该项目在性质上是否属于日常活动、是否显著影响本公司的财务状况、经 营成果和现金流量等因素；在判断项目金额大小的重要性时，本公司考虑该项目金额占资产总额、负债 总额、所有者权益总额、营业收入总额、营业成本总额、净利润、综合收益总额等直接相关项目金额的 比重或所属报表单列项目金额的比重。 6、同一控制下和非同一控制下企业合并的会计处理方法 企业合并分为同一控制下企业合并和非同一控制下企业合并。 同一控制下企业合并： 参与合并的企业在合并前后均受同一方或相同的多方最终控制，且该控制并非暂时性的，为同一控制下 企业合并。同一控制下企业合并，在合并日取得对其他参与合并企业控制权的一方为合并方，参与合并 的其他企业为被合并方。合并日，是指合并方实际取得对被合并方控制权的日期。 合并方在同一控制下企业合并中取得的资产和负债（包括最终控制方收购被合并方而形成的商誉），按 合并日在最终控制方财务报表中的账面价值为基础进行相关会计处理。合并方取得的净资产账面价值与 支付的合并对价的账面价值（或发行股份面值总额）的差额，调整资本公积中的股本溢价，不足冲减的 则调整留存收益。 非同一控制下企业合并： 参与合并的企业在合并前后不受同一方或相同的多方最终控制的，为非同一控制下企业合并。非同一控 制下企业合并，在购买日取得对其他参与合并企业控制权的一方为购买方，参与合并的其他企业为被购 买方。购买日，是指为购买方实际取得对被购买方控制权的日期。 非同一控制下企业合并中所取得的被购买方可辨认资产、负债及或有负债在收购日以公允价值计量。支 付的合并对价的公允价值（或发行的权益性证券的公允价值）与购买日之前持有的被购买方的股权的公 允价值之和大于合并中取得的被购买方可辨认净资产公允价值份额的差额，确认,candidate_requires_manual_selection
300059.SZ,东方财富,revenue,90,营业收入,300059|2025|3|12|4|5|6|90,300059 东方财富信息股份有限公司2025年年度报告全文 3、营业周期 本公司营业周期为12个月。 4、记账本位币 本公司记账本位币和编制本财务报表所采用的货币均为人民币。除有特别说明外，均以人民币元为单位 表示。 本公司下属子公司、合营企业及联营企业，根据其经营所处的主要经济环境自行决定其记账本位币，编 制财务报表时折算为人民币。 5、重要性标准确定方法和选择依据 适用 □不适用 本公司根据自身所处的具体环境，从项目的性质和金额两方面判断财务信息的重要性。在判断项目性质 的重要性时，本公司主要考虑该项目在性质上是否属于日常活动、是否显著影响本公司的财务状况、经 营成果和现金流量等因素；在判断项目金额大小的重要性时，本公司考虑该项目金额占资产总额、负债 总额、所有者权益总额、营业收入总额、营业成本总额、净利润、综合收益总额等直接相关项目金额的 比重或所属报表单列项目金额的比重。 6、同一控制下和非同一控制下企业合并的会计处理方法 企业合并分为同一控制下企业合并和非同一控制下企业合并。 同一控制下企业合并： 参与合并的企业在合并前后均受同一方或相同的多方最终控制，且该控制并非暂时性的，为同一控制下 企业合并。同一控制下企业合并，在合并日取得对其他参与合并企业控制权的一方为合并方，参与合并 的其他企业为被合并方。合并日，是指合并方实际取得对被合并方控制权的日期。 合并方在同一控制下企业合并中取得的资产和负债（包括最终控制方收购被合并方而形成的商誉），按 合并日在最终控制方财务报表中的账面价值为基础进行相关会计处理。合并方取得的净资产账面价值与 支付的合并对价的账面价值（或发行股份面值总额）的差额，调整资本公积中的股本溢价，不足冲减的 则调整留存收益。 非同一控制下企业合并： 参与合并的企业在合并前后不受同一方或相同的多方最终控制的，为非同一控制下企业合并。非同一控 制下企业合并，在购买日取得对其他参与合并企业控制权的一方为购买方，参与合并的其他企业为被购 买方。购买日，是指为购买方实际取得对被购买方控制权的日期。 非同一控制下企业合并中所取得的被购买方可辨认资产、负债及或有负债在收购日以公允价值计量。支 付的合并对价的公允价值（或发行的权益性证券的公允价值）与购买日之前持有的被购买方的股权的公 允价值之和大于合并中取得的被购买方可辨认净资产公允价值份额的差额，确认,candidate_requires_manual_selection
300059.SZ,东方财富,revenue,138,营业收入,"300059|2025|12,084,594,947|22|9,610,120,743|64|432,760,397|11|364,186,457|45|947,132,548|50|631,421,699|00|49,404,686|99|10,779,751|91|50,995,017,734|27|40,240,911,045|67|2025|12|31","300059 东方财富信息股份有限公司2025年年度报告全文 加：本期归属于母公司所有者的净利润 12,084,594,947.22 9,610,120,743.64 减：提取法定盈余公积 432,760,397.11 364,186,457.45 应付普通股股利 947,132,548.50 631,421,699.00 加：其他综合收益结转留存收益 49,404,686.99 10,779,751.91 期末未分配利润 50,995,017,734.27 40,240,911,045.67 本公司的未分配利润包含本公司之子公司按照《证券法》《金融企业财务规则》《公开募集证券投资基金风险准备金监督 管理暂行办法》《重要货币市场基金监管暂行规定》等相关法律法规的规定计提的一般风险准备金和交易风险准备金。于 2025 年 12月 31 日，上述金额累计为人民币7,677,669,516.57元。 54、营业收入和营业成本 单位：元 本期发生额 上期发生额 项目 收入 成本 收入 成本 主营业务 3,527,509,133.65 540,718,614.13 3,105,168,705.16 496,493,974.10 其他业务 4,760,869.40 7,366,490.82 5,561,751.68 合计 3,532,270,003.05 548,085,104.95 3,110,730,456.84 496,493,974.10 公司报告期内经审计利润总额、净利润、扣除非经常性损益后的净利润三者孰低为负值 □是 否 营业收入、营业成本的分解信息： 单位：元 金融电子商务服务 金融数据服务等 合计 合同分类 营业收入 营业成本 营业收入 营业成本 营业收入 营业成本 服务类型 3,182,040,383.70 222,453,446.25 350,229,619.35 325,631,658.70 3,532,270,003.05 548,085,104.95 合计 3,182,040,383.70 222,453,446.25 350,229,619.35 325,631,658.70 3,532,270,003.05 548,085,104.95 与履约义务相关的信息： 公司经营活动主要分为金融电子商务服务及金融数据服务等，各业务合同的与履约义务相关的主要",candidate_requires_manual_selection
300059.SZ,东方财富,total_assets,151,资产合计,"300059|2025|5,000|00|100.00|10,000|00|80.00|20.00|5,000|00|100.00|389,090|00|100.00|376,070|00|100.00|12,100|00|100.00|765.00|100.00|10|100.00","300059 东方财富信息股份有限公司2025年年度报告全文 成都东方财富信息技术有限公司 5,000.00 成都 成都 信息技术服务 100.00% 设立 奇思妙想数字科技股份有限公司 10,000.00 上海 拉萨 信息技术服务 80.00% 20.00% 设立 非居住房地产租 上海胜祝商业管理有限公司 5,000.00 上海 上海 100.00% 设立 赁、物业管理 互联网信息服 东方财富（香港）有限公司 389,090.00万港元 香港 香港 务、互联网金融 100.00% 设立 服务 非同一控制 哈富证券有限公司 376,070.00万港元 香港 香港 证券经纪 100.00% 下企业合并 哈富期货有限公司 12,100.00万港元 香港 香港 期货经纪 100.00% 设立 开曼 东方财富金融有限公司 765.00万美元 香港 100.00% 设立 群岛 东方财富证券（美国）有限公司 10美元 美国 美国 100.00% 设立 Hafoo Securities Inc. 100美元 美国 美国 100.00% 设立 Hafoo Fintech Inc. 100美元 美国 美国 100.00% 设立 Hafoo Clearing Inc. 100美元 美国 美国 100.00% 设立 哈富网络科技有限公司 1港元 香港 香港 100.00% 设立 东方财富国际证券有限公司 1港元 香港 香港 100.00% 设立 东方财富国际期货有限公司 1港元 香港 香港 100.00% 设立 英属 维尔 哈富有限公司 5.00万美元 香港 100.00% 设立 京群 岛 2、在合营企业或联营企业中的权益 （1） 重要的合营企业或联营企业 合营企业或联 主要 持股比例 注册地 业务性质 对合营企业或联营企业投资的会计处理方法 营企业名称 经营地 直接 间接 漫道数字 上海 上海 信息服务 27.00% 权益法 （2） 重要联营企业的主要财务信息 单位：元 期末余额/本期发生额 期初余额/上期发生额 流动资产 4,945,147,605.77 9,254,888,212.18 非流动资产 136,598,458.43 137,944,305.46 资产合计 5,081,746,064.20 9,392,832,517.64 流动负债 4,288,047,579.76 8,",candidate_requires_manual_selection
300059.SZ,东方财富,revenue,152,营业收入,"300059|2025|110,128,501|91|110,128,501|91|110,128,501|91|110,128,501|91|324,427,092|69|323,245,154|48|1,517,749,840|25|1,146,111,744|41|31,318,871|64|18,975,460|04|31,318,871|64|18,975,460","300059 东方财富信息股份有限公司2025年年度报告全文 调整事项 110,128,501.91 110,128,501.91 --商誉 --内部交易未实现利润 --其他 110,128,501.91 110,128,501.91 对联营企业权益投资的账面价值 324,427,092.69 323,245,154.48 存在公开报价的联营企业权益投资的 公允价值 营业收入 1,517,749,840.25 1,146,111,744.41 净利润 31,318,871.64 18,975,460.04 终止经营的净利润 其他综合收益 综合收益总额 31,318,871.64 18,975,460.04 本年度收到的来自联营企业的股利 27,000,000.00 （3） 不重要的合营企业和联营企业的汇总财务信息 本期末本公司对不重要的联营企业投资账面价值合计为115,141,109.77元。上述联营企业净亏损合计为75,343,786.58元， 其他综合收益合计为160,645.50 元，综合收益总额合计为亏损75,183,141.08元。 3、在未纳入合并财务报表范围的结构化主体中的权益 未纳入合并财务报表范围的结构化主体的相关说明： 截至2025年12月31日，本公司未纳入合并财务报表范围的本公司之子公司管理的结构化主体主要为基金及资产管理计 划。这些基金及资产管理计划根据合同约定投资于各类许可的金融产品。 本公司在上述结构化主体中的投资之账面价值共计约人民币4,329,908,380.32元，全部分类为以公允价值计量且其变动计入 当期损益的金融资产。上述基金及资产管理计划投资的最大损失敞口与其账面价值相近。 截至2025年12月31日，本公司未纳入合并财务报表范围的由其他第三方金融机构发起设立的结构化主体主要为银行理 财、基金及资产管理计划等。本公司通过直接持有投资在上述结构化主体享有权益，全部分类为以公允价值计量且其变动 计入当期损益的金融资产。上述银行理财、基金及资产管理计划等投资的最大损失敞口与其账面价值相近。 本年度本公司从由本公司之子公司管理但未纳入合并财务报表范围的、且资产负债表日在该结构化主体中没有权益的基金 及资产管理计划中获取的管理费收入为人民币70,845,150.51元。 十一、政府补助 1、报告期末按应收金额确认的政府补助 □适用 ",candidate_requires_manual_selection
300059.SZ,东方财富,total_assets,165,资产总额,"300059|2025|1|1|55,952,737,570|27|51,368,091,944|09|2,184,316,866|63|109,505,146,380|99|1|51,370,887|57|46,269,662,516|39|46,321,033,403|96|2|19,405,453,247|14|496,113,386|21|19,901,566,633","300059 东方财富信息股份有限公司2025年年度报告全文 1、以公允价值计量的资产和负债的期末公允价值 单位：元 期末公允价值 项目 第一层次公允价值计 第二层次公允价值计 第三层次公允价值计 合计 量 量 量 持续的公允价值计量 -- -- -- -- 1.交易性金融资产 55,952,737,570.27 51,368,091,944.09 2,184,316,866.63 109,505,146,380.99 （1）债券 51,370,887.57 46,269,662,516.39 46,321,033,403.96 （2）基金 19,405,453,247.14 496,113,386.21 19,901,566,633.35 （3）股票及新三板 3,246,285,340.46 14,202,279.48 3,260,487,619.94 （4）银行理财及结构 33,249,628,095.10 2,470,894,617.41 35,720,522,712.51 性存款 （5）资管计划 1,629,236,592.26 1,629,236,592.26 （6）其他 502,184,831.82 2,170,114,587.15 2,672,299,418.97 2.衍生金融资产 108,966,896.89 108,966,896.89 3.一年内到期的非流 880,605,960.28 880,605,960.28 动资产 4.其他债权投资 7,331,491,147.52 7,331,491,147.52 5.其他权益工具投资 884,700,854.91 4,539,342,960.00 1,400,000.00 5,425,443,814.91 （1）永续债 4,539,342,960.00 4,539,342,960.00 （2）股票 884,700,854.91 884,700,854.91 （3）期货会员资格投 1,400,000.00 1,400,000.00 资 6.其他非流动金融资 28,397,021.49 5,068,975.15 370,675,419.13 404,141,415.77 产 （1）股权、基金及银 28,397,021.49 5,068,975.15 370,675,419.13 404,141,415.7",candidate_requires_manual_selection
300059.SZ,东方财富,total_assets,173,资产总额,"300059|2025|1|1|2|3,182,040,383|70|350,229,619|35|3,532,270,003|05|3,435,457,699|90|3,435,457,699|90|9,100,013,336|56|9,100,013,336|56|3,182,040,383|70|12,535,471,036|46|350,229,619|35","300059 东方财富信息股份有限公司2025年年度报告全文 十八、其他重要事项 1、分部信息 （1） 报告分部的确定依据与会计政策 根据本公司的内部组织结构、管理要求及内部报告制度确定经营分部，各个报告分部分别提供不同的产品或服务，本公司 以产品或服务内容确定报告分部，但因相关业务混合经营，故资产总额和负债总额及期间费用未进行分配。 （2） 报告分部的财务信息 单位：元 项目 金融电子商务服务 证券业务 金融数据服务等 合计 营业收入 3,182,040,383.70 350,229,619.35 3,532,270,003.05 利息净收入 3,435,457,699.90 3,435,457,699.90 手续费及佣金净收入 9,100,013,336.56 9,100,013,336.56 营业总收入合计 3,182,040,383.70 12,535,471,036.46 350,229,619.35 16,067,741,039.51 营业成本 222,453,446.25 325,631,658.70 548,085,104.95 营业成本合计 222,453,446.25 325,631,658.70 548,085,104.95 2、其他对投资者决策有影响的重要交易和事项 公司无其他需说明的重要事项。 十九、母公司财务报表主要项目注释 1、应收账款 （1） 按账龄披露 单位：元 账龄 期末账面余额 期初账面余额 1年以内（含1年） 175,505,750.88 91,714,270.53 1至2年 3,480,188.55 2,625,153.58 2至3年 2,440,688.49 2,583,901.03 3年以上 1,491,520.83 2,645,938.90 3至4年 888,690.64 427,431.08 4至5年 405,660.38 197,169.81 5年以上 197,169.81 2,021,338.01 合计 182,918,148.75 99,569,264.04 （2） 按坏账计提方法分类披露 单位：元 173",candidate_requires_manual_selection
300059.SZ,东方财富,revenue,173,营业收入,"300059|2025|1|1|2|3,182,040,383|70|350,229,619|35|3,532,270,003|05|3,435,457,699|90|3,435,457,699|90|9,100,013,336|56|9,100,013,336|56|3,182,040,383|70|12,535,471,036|46|350,229,619|35","300059 东方财富信息股份有限公司2025年年度报告全文 十八、其他重要事项 1、分部信息 （1） 报告分部的确定依据与会计政策 根据本公司的内部组织结构、管理要求及内部报告制度确定经营分部，各个报告分部分别提供不同的产品或服务，本公司 以产品或服务内容确定报告分部，但因相关业务混合经营，故资产总额和负债总额及期间费用未进行分配。 （2） 报告分部的财务信息 单位：元 项目 金融电子商务服务 证券业务 金融数据服务等 合计 营业收入 3,182,040,383.70 350,229,619.35 3,532,270,003.05 利息净收入 3,435,457,699.90 3,435,457,699.90 手续费及佣金净收入 9,100,013,336.56 9,100,013,336.56 营业总收入合计 3,182,040,383.70 12,535,471,036.46 350,229,619.35 16,067,741,039.51 营业成本 222,453,446.25 325,631,658.70 548,085,104.95 营业成本合计 222,453,446.25 325,631,658.70 548,085,104.95 2、其他对投资者决策有影响的重要交易和事项 公司无其他需说明的重要事项。 十九、母公司财务报表主要项目注释 1、应收账款 （1） 按账龄披露 单位：元 账龄 期末账面余额 期初账面余额 1年以内（含1年） 175,505,750.88 91,714,270.53 1至2年 3,480,188.55 2,625,153.58 2至3年 2,440,688.49 2,583,901.03 3年以上 1,491,520.83 2,645,938.90 3至4年 888,690.64 427,431.08 4至5年 405,660.38 197,169.81 5年以上 197,169.81 2,021,338.01 合计 182,918,148.75 99,569,264.04 （2） 按坏账计提方法分类披露 单位：元 173",candidate_requires_manual_selection
300059.SZ,东方财富,revenue,179,营业收入,"300059|2025|1,181,034|00|374,402|00|1,555,436|00|45,171,773,432|96|63,000,000|00|4,528,700,900|00|6,603,252|00|49,707,077,584|96|63,000,000|00|2|323,245,154|48|25,120,485|00","300059 东方财富信息股份有限公司2025年年度报告全文 其他子公司 1,181,034.00 374,402.00 1,555,436.00 合计 45,171,773,432.96 63,000,000.00 4,528,700,900.00 6,603,252.00 49,707,077,584.96 63,000,000.00 （2） 对联营、合营企业投资 单位：元 本期增减变动 其他 宣告发 期末余额 被投资 期初余额（账 减值准备期 权益法下确 其他 计提 减值准备期 追加 减少 综合 放现金 其 （账面价 单位 面价值） 初余额 认的投资损 权益 减值 末余额 投资 投资 收益 股利或 他 值） 益 变动 准备 调整 利润 一、合营企业 二、联营企业 漫道数字 323,245,154.48 25,120,485.00 1,181,938.21 324,427,092.69 25,120,485.00 合计 323,245,154.48 25,120,485.00 1,181,938.21 324,427,092.69 25,120,485.00 可收回金额按公允价值减去处置费用后的净额确定 □适用 不适用 可收回金额按预计未来现金流量的现值确定 □适用 不适用 4、营业收入和营业成本 单位：元 本期发生额 上期发生额 项目 收入 成本 收入 成本 主营业务 4,531,884,934.72 403,123,964.83 3,842,510,553.92 352,856,708.72 合计 4,531,884,934.72 403,123,964.83 3,842,510,553.92 352,856,708.72 营业收入、营业成本的分解信息： 单位：元 技术服务 金融数据服务等 合计 合同分类 营业收入 营业收入 营业收入 业务类型 4,347,499,698.31 184,385,236.41 4,531,884,934.72 合计 4,347,499,698.31 184,385,236.41 4,531,884,934.72 与履约义务相关的信息： 本公司经营活动主要分为技术服务及金融数据服务等，各业务合同的与履约义务相关的主要信息如下： 技术服务： （1）履约义务的履行时间：在合同约定期限内，持续提供技术服务，按照履约进度确认收入。 ",candidate_requires_manual_selection
600446.SH,金证股份,revenue,6,营业收入,"2025|61|2025|2024|2023|2,418,857,503|49|4,693,117,962|98|48.46|6,220,952,464|63|2,417,857,861|96|4,684,767,520|97|48.39|6,216,417,699|96|149,845,331|18|169,056,614|02|368,117,683|52","深圳市金证科技股份有限公司2025年年度报告 六、 其他相关资料 名称 立信会计师事务所（特殊普通合伙） 公司聘请的会计师事务所 办公地址 上海市黄浦区南京路61号四楼 （境内） 签字会计师姓名 李建军、吴健东 七、 近三年主要会计数据和财务指标 (一) 主要会计数据 单位：元 币种：人民币 本期比上年 主要会计数据 2025年 2024年 2023年 同期增减(%) 营业收入 2,418,857,503.49 4,693,117,962.98 -48.46 6,220,952,464.63 扣除与主营业务无关 的业务收入和不具备 2,417,857,861.96 4,684,767,520.97 -48.39 6,216,417,699.96 商业实质的收入后的 营业收入 利润总额 -149,845,331.18 -169,056,614.02 不适用 368,117,683.52 归属于上市公司股东 -168,353,895.22 -202,418,440.19 不适用 369,334,432.41 的净利润 归属于上市公司股东 的扣除非经常性损益 -203,319,009.15 -246,145,956.59 不适用 264,407,677.22 的净利润 经营活动产生的现金 322,784,600.27 770,352,669.60 -58.10 175,099,120.58 流量净额 本期末比上 2025年末 2024年末 年同期末增 2023年末 减（%） 归属于上市公司股东 3,588,540,997.64 3,647,916,401.79 -1.63 3,902,894,866.95 的净资产 总资产 5,458,738,027.91 5,778,493,064.17 -5.53 6,726,345,379.60 (二) 主要财务指标 本期比上年同 主要财务指标 2025年 2024年 2023年 期增减(%) 基本每股收益（元／股） -0.1782 -0.2141 不适用 0.3920 稀释每股收益（元／股） -0.1782 -0.2141 不适用 0.3906 扣除非经常性损益后的基本每股 -0.2152 -0.2604 不适用 0.2806 收益（元／股） 增加0.72个百 加权平均净资产收益率（%） -4.64 -5.36 9.69 分点 扣",candidate_requires_manual_selection
600446.SH,金证股份,revenue,7,营业收入,"2025|2025|0.0359|0.72|2025|1|3|4|6|7|9|10|12|521,247,483|83|686,513,351|90|563,332,183|65|647,764,484|11|95,195,955|45|56,362,177|15","深圳市金证科技股份有限公司2025年年度报告 2025年公司归属于上市公司股东的净利润较上年同期减少亏损，基本每股收益较上年同期增 加0.0359元/股，加权平均净资产收益率较上年同期增加0.72个百分点。 报告期内，相关财务数据变动原因一是公司聚焦金融科技主业，主动收缩IT设备分销业务规 模以及银行机构业务规模，把更多的资源调整到金融科技主业，在维持毛利润水平的情况下，降 低了期间费用；二是公司数字经济板块项目受市场变化影响，回款不确定性增加，导致计提资产 减值损失。 八、 境内外会计准则下会计数据差异 (一) 同时按照国际会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东 的净资产差异情况 □适用 √不适用 (二) 同时按照境外会计准则与按中国会计准则披露的财务报告中净利润和归属于上市公司股东 的净资产差异情况 □适用 √不适用 (三) 境内外会计准则差异的说明： □适用 √不适用 九、 2025年分季度主要财务数据 单位：元 币种：人民币 第一季度 第二季度 第三季度 第四季度 （1-3月份） （4-6月份） （7-9月份） （10-12月份） 营业收入 521,247,483.83 686,513,351.90 563,332,183.65 647,764,484.11 归属于上市公司股东的净 -95,195,955.45 56,362,177.15 -17,699,236.91 -111,820,880.01 利润 归属于上市公司股东的扣 除非经常性损益后的净利 -102,329,104.28 44,408,501.73 -25,969,769.03 -119,428,637.57 润 经营活动产生的现金流量 -20,379,854.65 -23,104,614.29 13,882,930.71 352,386,138.50 净额 季度数据与已披露定期报告数据差异说明 □适用 √不适用 十、 非经常性损益项目和金额 √适用 □不适用 单位：元 币种：人民币 附注（如 非经常性损益项目 2025年金额 2024年金额 2023年金额 适用） 非流动性资产处置损益，包括已计提资产减 -2,466,063.66 462,463.27 38,430,336.76 值准备的冲销部分 计入当期损益的政府补助，但与公司正常经 6,399,076.02 1",candidate_requires_manual_selection
